id_bus,id_bus_flng,tx_certif,tm_filing,tm_stamp,cd_trans_type,label,type,cd_subtype,cd_status,nm_name,nm_agt,ad_str1,ad_str2,ad_str3,ad_city,ad_st,ad_zip5,ad_cntry,cd_agt_type,ad_agt_bus_str1,ad_agt_bus_str2,ad_agt_bus_str3,ad_agt_bus_city,ad_agt_bus_st,ad_agt_bus_zip5
171172,807351,REPORT(1993)   ,10101,1994-11-18-01.32.49.904398,CRS     ,ANNUAL REPORT FOR STOCK CORPORATION (DOMESTIC & BENEFIT),CORP,B,AC,"THE WALKER GROUP, INC.                                                                              ","REID AND RIEGE, P.C.                                                                                ",20 WATERSIDE DRIVE,                                        ,                                        ,FARMINGTON                    ,CT,6032,                                        ,B,ONE FINANCIAL PLAZA                     ,                                        ,                                        ,HARTFORD                      ,CT,6103
171172,807348,INCORPORATION  ,19850626,1994-11-18-01.32.49.858259,CIS     ,BUSINESS FORMATION FOR STOCK CORPORATION (DOMESTIC),CORP,B,AC,"THE WALKER GROUP, INC.                                                                              ","REID AND RIEGE, P.C.                                                                                ",20 WATERSIDE DRIVE,                                        ,                                        ,FARMINGTON                    ,CT,6032,                                        ,B,ONE FINANCIAL PLAZA                     ,                                        ,                                        ,HARTFORD                      ,CT,6103
171172,807349,ORG REPORT     ,19850829,1994-11-18-01.32.49.865205,COS     ,ORGANIZATION AND FIRST REPORT FOR STOCK CORPORATION (DOMESTIC),CORP,B,AC,"THE WALKER GROUP, INC.                                                                              ","REID AND RIEGE, P.C.                                                                                ",20 WATERSIDE DRIVE,                                        ,                                        ,FARMINGTON                    ,CT,6032,                                        ,B,ONE FINANCIAL PLAZA                     ,                                        ,                                        ,HARTFORD                      ,CT,6103
171172,807350,CEASE PRINCIPAL,19870206,1994-11-18-01.32.49.867656,CPCS    ,,,B,AC,"THE WALKER GROUP, INC.                                                                              ","REID AND RIEGE, P.C.                                                                                ",20 WATERSIDE DRIVE,                                        ,                                        ,FARMINGTON                    ,CT,6032,                                        ,B,ONE FINANCIAL PLAZA                     ,                                        ,                                        ,HARTFORD                      ,CT,6103
171172,1563593,REPORT (1995)  ,19950822,1995-10-18-09.28.38.776807,CRS     ,ANNUAL REPORT FOR STOCK CORPORATION (DOMESTIC & BENEFIT),CORP,B,AC,"THE WALKER GROUP, INC.                                                                              ","REID AND RIEGE, P.C.                                                                                ",20 WATERSIDE DRIVE,                                        ,                                        ,FARMINGTON                    ,CT,6032,                                        ,B,ONE FINANCIAL PLAZA                     ,                                        ,                                        ,HARTFORD                      ,CT,6103
171172,1626193,REPORT (1996)  ,19960729,1996-08-30-08.04.51.686812,CRS     ,ANNUAL REPORT FOR STOCK CORPORATION (DOMESTIC & BENEFIT),CORP,B,AC,"THE WALKER GROUP, INC.                                                                              ","REID AND RIEGE, P.C.                                                                                ",20 WATERSIDE DRIVE,                                        ,                                        ,FARMINGTON                    ,CT,6032,                                        ,B,ONE FINANCIAL PLAZA                     ,                                        ,                                        ,HARTFORD                      ,CT,6103
171172,1634182,AMEND NAME     ,19960920,1996-09-20-15.40.07.252233,CAS     ,BUSINESS AMENDMENT FOR STOCK CORPORATION (DOMESTIC) ,CORP,B,AC,"THE WALKER GROUP, INC.                                                                              ","REID AND RIEGE, P.C.                                                                                ",20 WATERSIDE DRIVE,                                        ,                                        ,FARMINGTON                    ,CT,6032,                                        ,B,ONE FINANCIAL PLAZA                     ,                                        ,                                        ,HARTFORD                      ,CT,6103
171172,1896829,REPORT (1998)  ,19980803,1998-09-25-10.22.52.632359,CRS     ,ANNUAL REPORT FOR STOCK CORPORATION (DOMESTIC & BENEFIT),CORP,B,AC,"THE WALKER GROUP, INC.                                                                              ","REID AND RIEGE, P.C.                                                                                ",20 WATERSIDE DRIVE,                                        ,                                        ,FARMINGTON                    ,CT,6032,                                        ,B,ONE FINANCIAL PLAZA                     ,                                        ,                                        ,HARTFORD                      ,CT,6103
171172,1896828,REPORT (1997)  ,19980803,1998-09-25-10.22.15.380252,CRS     ,ANNUAL REPORT FOR STOCK CORPORATION (DOMESTIC & BENEFIT),CORP,B,AC,"THE WALKER GROUP, INC.                                                                              ","REID AND RIEGE, P.C.                                                                                ",20 WATERSIDE DRIVE,                                        ,                                        ,FARMINGTON                    ,CT,6032,                                        ,B,ONE FINANCIAL PLAZA                     ,                                        ,                                        ,HARTFORD                      ,CT,6103
171172,1991492,REPORT (1999)  ,19990623,1999-06-24-09.06.22.485050,CRS     ,ANNUAL REPORT FOR STOCK CORPORATION (DOMESTIC & BENEFIT),CORP,B,AC,"THE WALKER GROUP, INC.                                                                              ","REID AND RIEGE, P.C.                                                                                ",20 WATERSIDE DRIVE,                                        ,                                        ,FARMINGTON                    ,CT,6032,                                        ,B,ONE FINANCIAL PLAZA                     ,                                        ,                                        ,HARTFORD                      ,CT,6103
171172,2227488,REPORT (2000)  ,20010205,2001-03-15-14.49.17.751232,CRS     ,ANNUAL REPORT FOR STOCK CORPORATION (DOMESTIC & BENEFIT),CORP,B,AC,"THE WALKER GROUP, INC.                                                                              ","REID AND RIEGE, P.C.                                                                                ",20 WATERSIDE DRIVE,                                        ,                                        ,FARMINGTON                    ,CT,6032,                                        ,B,ONE FINANCIAL PLAZA                     ,                                        ,                                        ,HARTFORD                      ,CT,6103
171172,2309607,REPORT (2001)  ,20010702,2001-08-29-12.06.02.111829,CRS     ,ANNUAL REPORT FOR STOCK CORPORATION (DOMESTIC & BENEFIT),CORP,B,AC,"THE WALKER GROUP, INC.                                                                              ","REID AND RIEGE, P.C.                                                                                ",20 WATERSIDE DRIVE,                                        ,                                        ,FARMINGTON                    ,CT,6032,                                        ,B,ONE FINANCIAL PLAZA                     ,                                        ,                                        ,HARTFORD                      ,CT,6103
171172,2443953,ADDRESS        ,20020716,2002-07-16-12.39.29.599340,ACM     ,"BUSINESS ADDRESS CHANGE FOR CORPORATIONS, LIMITED PARTNERSHIP, LIMITED LIABILITY COMPANY, LIMITED LIABILITY PARTNERSHIP, STATUTARY TRUST (DOMESTIC & FOREIGN) [including Benefit Corporation]",,B,AC,"THE WALKER GROUP, INC.                                                                              ","REID AND RIEGE, P.C.                                                                                ",20 WATERSIDE DRIVE,                                        ,                                        ,FARMINGTON                    ,CT,6032,                                        ,B,ONE FINANCIAL PLAZA                     ,                                        ,                                        ,HARTFORD                      ,CT,6103
171172,2448449,REPORT (2002)  ,20020716,2002-07-23-14.28.33.132024,CRS     ,ANNUAL REPORT FOR STOCK CORPORATION (DOMESTIC & BENEFIT),CORP,B,AC,"THE WALKER GROUP, INC.                                                                              ","REID AND RIEGE, P.C.                                                                                ",20 WATERSIDE DRIVE,                                        ,                                        ,FARMINGTON                    ,CT,6032,                                        ,B,ONE FINANCIAL PLAZA                     ,                                        ,                                        ,HARTFORD                      ,CT,6103
171172,3005974,REPORT (2003)  ,20051013,2005-10-13-18.31.50.000000,CRS     ,ANNUAL REPORT FOR STOCK CORPORATION (DOMESTIC & BENEFIT),CORP,B,AC,"THE WALKER GROUP, INC.                                                                              ","REID AND RIEGE, P.C.                                                                                ",20 WATERSIDE DRIVE,                                        ,                                        ,FARMINGTON                    ,CT,6032,                                        ,B,ONE FINANCIAL PLAZA                     ,                                        ,                                        ,HARTFORD                      ,CT,6103
171172,3005976,REPORT (2005)  ,20051013,2005-10-13-18.34.05.000000,CRS     ,ANNUAL REPORT FOR STOCK CORPORATION (DOMESTIC & BENEFIT),CORP,B,AC,"THE WALKER GROUP, INC.                                                                              ","REID AND RIEGE, P.C.                                                                                ",20 WATERSIDE DRIVE,                                        ,                                        ,FARMINGTON                    ,CT,6032,                                        ,B,ONE FINANCIAL PLAZA                     ,                                        ,                                        ,HARTFORD                      ,CT,6103
171172,3005975,REPORT (2004)  ,20051013,2005-10-13-18.33.01.000000,CRS     ,ANNUAL REPORT FOR STOCK CORPORATION (DOMESTIC & BENEFIT),CORP,B,AC,"THE WALKER GROUP, INC.                                                                              ","REID AND RIEGE, P.C.                                                                                ",20 WATERSIDE DRIVE,                                        ,                                        ,FARMINGTON                    ,CT,6032,                                        ,B,ONE FINANCIAL PLAZA                     ,                                        ,                                        ,HARTFORD                      ,CT,6103
171172,3236563,REPORT (2006)  ,20060627,2006-06-27-11.45.32.000000,CRS     ,ANNUAL REPORT FOR STOCK CORPORATION (DOMESTIC & BENEFIT),CORP,B,AC,"THE WALKER GROUP, INC.                                                                              ","REID AND RIEGE, P.C.                                                                                ",20 WATERSIDE DRIVE,                                        ,                                        ,FARMINGTON                    ,CT,6032,                                        ,B,ONE FINANCIAL PLAZA                     ,                                        ,                                        ,HARTFORD                      ,CT,6103
171172,3491564,RESTATE        ,20070711,2007-07-11-15.47.34.429385,CAS     ,BUSINESS AMENDMENT FOR STOCK CORPORATION (DOMESTIC) ,CORP,B,AC,"THE WALKER GROUP, INC.                                                                              ","REID AND RIEGE, P.C.                                                                                ",20 WATERSIDE DRIVE,                                        ,                                        ,FARMINGTON                    ,CT,6032,                                        ,B,ONE FINANCIAL PLAZA                     ,                                        ,                                        ,HARTFORD                      ,CT,6103
