"id_bus","id_bus_flng","tx_certif","tm_filing","tm_stamp","cd_trans_type","label","type","cd_subtype","cd_status","nm_name","nm_agt","ad_str1","ad_str2","ad_str3","ad_city","ad_st","ad_zip5","ad_cntry","cd_agt_type","ad_agt_bus_str1","ad_agt_bus_str2","ad_agt_bus_str3","ad_agt_bus_city","ad_agt_bus_st","ad_agt_bus_zip5"
"0171172","0000807351","REPORT(1993)   ","00010101","1994-11-18-01.32.49.904398","CRS     ","ANNUAL REPORT FOR STOCK CORPORATION (DOMESTIC & BENEFIT)","CORP","B","AC","THE WALKER GROUP, INC.                                                                              ","REID AND RIEGE, P.C.                                                                                ","                                        ","                                        ","                                        ","                              ","  ","     ","                                        ","B","ONE FINANCIAL PLAZA                     ","                                        ","                                        ","HARTFORD                      ","CT","06103"
"0171172","0000807348","INCORPORATION  ","19850626","1994-11-18-01.32.49.858259","CIS     ","BUSINESS FORMATION FOR STOCK CORPORATION (DOMESTIC)","CORP","B","AC","THE WALKER GROUP, INC.                                                                              ","REID AND RIEGE, P.C.                                                                                ","                                        ","                                        ","                                        ","                              ","  ","     ","                                        ","B","ONE FINANCIAL PLAZA                     ","                                        ","                                        ","HARTFORD                      ","CT","06103"
"0171172","0000807349","ORG REPORT     ","19850829","1994-11-18-01.32.49.865205","COS     ","ORGANIZATION AND FIRST REPORT FOR STOCK CORPORATION (DOMESTIC)","CORP","B","AC","THE WALKER GROUP, INC.                                                                              ","REID AND RIEGE, P.C.                                                                                ","                                        ","                                        ","                                        ","                              ","  ","     ","                                        ","B","ONE FINANCIAL PLAZA                     ","                                        ","                                        ","HARTFORD                      ","CT","06103"
"0171172","0000807350","CEASE PRINCIPAL","19870206","1994-11-18-01.32.49.867656","CPCS    ","","","B","AC","THE WALKER GROUP, INC.                                                                              ","REID AND RIEGE, P.C.                                                                                ","                                        ","                                        ","                                        ","                              ","  ","     ","                                        ","B","ONE FINANCIAL PLAZA                     ","                                        ","                                        ","HARTFORD                      ","CT","06103"
"0171172","0001563593","REPORT (1995)  ","19950822","1995-10-18-09.28.38.776807","CRS     ","ANNUAL REPORT FOR STOCK CORPORATION (DOMESTIC & BENEFIT)","CORP","B","AC","THE WALKER GROUP, INC.                                                                              ","REID AND RIEGE, P.C.                                                                                ","                                        ","                                        ","                                        ","                              ","  ","     ","                                        ","B","ONE FINANCIAL PLAZA                     ","                                        ","                                        ","HARTFORD                      ","CT","06103"
"0171172","0001626193","REPORT (1996)  ","19960729","1996-08-30-08.04.51.686812","CRS     ","ANNUAL REPORT FOR STOCK CORPORATION (DOMESTIC & BENEFIT)","CORP","B","AC","THE WALKER GROUP, INC.                                                                              ","REID AND RIEGE, P.C.                                                                                ","                                        ","                                        ","                                        ","                              ","  ","     ","                                        ","B","ONE FINANCIAL PLAZA                     ","                                        ","                                        ","HARTFORD                      ","CT","06103"
"0171172","0001634182","AMEND NAME     ","19960920","1996-09-20-15.40.07.252233","CAS     ","BUSINESS AMENDMENT FOR STOCK CORPORATION (DOMESTIC) ","CORP","B","AC","THE WALKER GROUP, INC.                                                                              ","REID AND RIEGE, P.C.                                                                                ","                                        ","                                        ","                                        ","                              ","  ","     ","                                        ","B","ONE FINANCIAL PLAZA                     ","                                        ","                                        ","HARTFORD                      ","CT","06103"
"0171172","0001896829","REPORT (1998)  ","19980803","1998-09-25-10.22.52.632359","CRS     ","ANNUAL REPORT FOR STOCK CORPORATION (DOMESTIC & BENEFIT)","CORP","B","AC","THE WALKER GROUP, INC.                                                                              ","REID AND RIEGE, P.C.                                                                                ","                                        ","                                        ","                                        ","                              ","  ","     ","                                        ","B","ONE FINANCIAL PLAZA                     ","                                        ","                                        ","HARTFORD                      ","CT","06103"
"0171172","0001896828","REPORT (1997)  ","19980803","1998-09-25-10.22.15.380252","CRS     ","ANNUAL REPORT FOR STOCK CORPORATION (DOMESTIC & BENEFIT)","CORP","B","AC","THE WALKER GROUP, INC.                                                                              ","REID AND RIEGE, P.C.                                                                                ","                                        ","                                        ","                                        ","                              ","  ","     ","                                        ","B","ONE FINANCIAL PLAZA                     ","                                        ","                                        ","HARTFORD                      ","CT","06103"
"0171172","0001991492","REPORT (1999)  ","19990623","1999-06-24-09.06.22.485050","CRS     ","ANNUAL REPORT FOR STOCK CORPORATION (DOMESTIC & BENEFIT)","CORP","B","AC","THE WALKER GROUP, INC.                                                                              ","REID AND RIEGE, P.C.                                                                                ","                                        ","                                        ","                                        ","                              ","  ","     ","                                        ","B","ONE FINANCIAL PLAZA                     ","                                        ","                                        ","HARTFORD                      ","CT","06103"
